,0,1,2,7,8,9,14,15,16,21,22,23,28,29,30,35,36,37,42,43,44,49,50,51,56,57,58,63,64,65,70,71,72,77,78,79,84,85,86,91,92,93,98,99,100,105,106,107,112,113,114,119,120,121,126,127,128,133,134,135,140,141,142,147,148,149,154,155,156,161,162,163,168,169,170,175,176,177,182,183,184,189,190,191,196,197,198,203,204,205,210,211,212,217,218,219
0,63.486,-234.735,1679.643,63.859,-416.211,1685.710,64.067,-560.454,1669.400,71.313,-780.764,1654.018,35.832,-745.741,1655.804,-97.472,-688.370,1666.147,-162.854,-420.897,1723.489,-182.545,-211.026,1829.748,-177.632,-126.754,1879.537,-189.736,-47.121,1954.415,-144.916,-112.586,1755.421,104.261,-742.838,1655.185,228.330,-693.790,1665.989,299.730,-419.244,1706.634,294.256,-205.279,1813.090,291.353,-122.496,1878.465,257.308,-60.861,1960.486,239.286,-128.460,1858.787,-29.316,-234.913,1680.032,-59.065,163.788,1758.579,-27.180,504.060,1571.951,-57.176,653.757,1686.169,147.169,-234.575,1679.292,137.740,144.845,1826.301,101.472,535.908,1850.649,107.450,619.382,2004.827,74.165,-863.478,1661.923,71.860,-905.749,1819.894,47.182,-941.532,1783.073,-9.198,-929.751,1667.616,99.954,-937.178,1788.340,159.652,-928.203,1669.437
1,73.386,-239.893,1674.829,81.649,-421.673,1654.225,88.395,-567.261,1640.341,87.367,-789.465,1623.340,53.041,-752.680,1623.303,-78.505,-688.341,1613.902,-144.875,-423.559,1691.033,-178.219,-221.656,1812.709,-186.448,-151.654,1882.006,-184.205,-64.913,1951.096,-157.967,-95.446,1852.917,122.029,-752.655,1626.844,247.642,-704.887,1639.616,294.965,-425.313,1695.613,308.065,-196.043,1769.028,303.679,-120.233,1843.595,279.490,-35.321,1907.555,234.315,-104.741,1757.580,-19.979,-244.651,1679.367,-34.807,136.982,1831.047,-47.854,509.012,1956.187,-43.195,591.285,2129.937,157.578,-235.602,1670.738,131.068,167.890,1741.435,92.043,562.632,1728.995,127.270,654.870,1875.810,86.282,-872.981,1630.736,64.384,-890.267,1793.305,42.014,-930.897,1759.396,-1.050,-935.488,1636.685,94.480,-927.383,1770.131,167.883,-938.927,1658.030
2,72.137,-239.812,1673.112,80.166,-421.526,1652.509,86.823,-567.227,1640.535,84.895,-789.597,1627.445,50.721,-752.703,1626.907,-80.704,-688.357,1616.836,-144.924,-421.775,1688.995,-176.421,-217.508,1806.969,-186.726,-154.386,1882.277,-156.269,-68.878,1945.940,-153.831,-94.856,1847.403,119.694,-752.879,1630.155,245.451,-705.340,1641.710,293.631,-425.495,1694.943,308.819,-195.336,1764.757,301.347,-123.291,1842.672,268.027,-39.406,1903.741,235.018,-103.378,1747.382,-21.198,-244.444,1677.595,-36.891,134.757,1834.727,-50.831,504.566,1965.708,-41.580,589.527,2137.885,156.302,-235.634,1669.068,130.292,168.537,1734.920,91.605,562.797,1714.164,126.849,651.271,1863.185,83.531,-872.932,1636.306,77.686,-885.372,1800.609,51.533,-926.542,1770.288,-3.556,-933.821,1652.679,104.827,-923.573,1775.665,166.532,-939.368,1657.276
3,67.522,-235.910,1667.113,75.669,-415.713,1647.082,82.458,-560.022,1637.592,78.458,-779.950,1624.018,45.019,-743.114,1623.336,-84.706,-678.895,1613.111,-143.207,-414.853,1687.591,-177.702,-205.634,1789.907,-190.421,-133.835,1855.003,-189.039,-49.321,1924.905,-149.715,-88.250,1838.732,113.224,-743.976,1627.055,238.007,-698.277,1639.784,291.595,-422.273,1691.200,308.584,-194.902,1760.890,293.863,-115.107,1827.918,286.730,-42.529,1907.323,232.222,-101.230,1685.261,-24.856,-240.487,1670.624,-37.152,130.682,1835.627,-48.247,493.735,1973.113,-46.188,564.937,2149.436,150.824,-231.783,1663.947,129.889,170.378,1715.093,91.586,560.332,1692.908,126.720,660.637,1831.893,76.223,-862.400,1632.545,87.173,-878.924,1794.451,57.318,-918.265,1766.360,-9.211,-921.165,1656.244,110.365,-916.617,1766.175,158.428,-930.426,1642.935
4,63.807,-232.763,1668.885,69.933,-414.129,1650.097,75.192,-559.816,1645.591,71.550,-781.653,1637.530,37.807,-744.629,1635.808,-92.408,-679.626,1622.073,-149.169,-412.502,1694.735,-186.426,-196.630,1785.651,-191.149,-123.837,1851.796,-185.570,-41.140,1924.869,-151.303,-85.873,1839.063,106.508,-745.290,1639.767,231.985,-698.067,1650.310,289.694,-419.238,1693.109,305.025,-189.135,1760.228,296.561,-112.693,1833.209,283.680,-50.899,1921.594,233.128,-101.950,1671.576,-29.325,-236.217,1671.858,-43.144,139.657,1833.488,-55.797,506.252,1969.583,-44.569,586.868,2143.007,147.788,-229.649,1666.203,123.741,176.634,1706.107,89.333,568.955,1671.297,117.917,670.229,1812.696,69.405,-864.472,1648.218,56.996,-890.543,1809.984,34.106,-929.963,1775.369,-15.261,-929.747,1655.499,86.754,-925.316,1783.442,153.972,-928.790,1667.592
5,60.850,-232.864,1671.012,65.689,-416.044,1653.633,69.975,-563.128,1652.450,64.136,-787.044,1652.830,30.435,-749.455,1649.894,-100.862,-684.136,1634.178,-156.954,-412.388,1699.706,-191.422,-193.562,1790.197,-190.466,-117.219,1853.765,-175.174,-34.291,1926.686,-150.352,-84.226,1839.655,99.764,-750.641,1653.472,226.749,-703.548,1661.650,290.847,-422.072,1694.120,303.516,-189.247,1760.095,294.811,-113.467,1835.089,284.317,-54.033,1926.551,232.154,-102.130,1669.328,-33.137,-235.627,1673.958,-44.136,147.293,1828.393,-54.480,520.080,1957.768,-40.415,583.255,2139.892,145.603,-230.373,1668.355,122.901,180.035,1704.146,82.653,574.283,1658.771,119.667,673.231,1801.818,61.256,-870.109,1666.787,64.743,-891.737,1831.120,39.431,-933.024,1799.664,-21.498,-937.508,1684.016,92.951,-926.968,1802.617,149.563,-932.560,1679.993
6,54.429,-233.602,1679.512,58.214,-417.151,1662.730,61.384,-564.435,1658.408,50.409,-788.377,1666.107,17.546,-750.093,1661.673,-111.933,-682.627,1639.220,-159.716,-410.523,1711.456,-190.281,-188.222,1795.652,-190.973,-111.249,1858.704,-162.391,-36.456,1936.526,-150.364,-78.106,1834.067,86.912,-752.732,1665.825,213.862,-705.444,1676.550,282.817,-423.404,1695.379,298.112,-190.811,1762.991,282.111,-120.198,1841.961,270.555,-60.455,1933.298,224.737,-94.216,1682.671,-39.760,-235.670,1680.884,-43.546,154.155,1819.286,-47.628,533.304,1931.231,-50.580,596.739,2114.104,139.364,-231.738,1678.275,119.546,180.547,1698.104,77.827,572.960,1635.812,113.203,682.848,1771.442,45.528,-870.979,1682.787,72.971,-879.812,1846.311,41.882,-922.353,1822.457,-35.932,-933.222,1717.636,95.489,-918.432,1816.991,132.926,-936.120,1688.089
7,54.122,-233.650,1679.570,57.834,-417.238,1662.802,60.943,-564.549,1658.334,49.780,-788.541,1665.594,16.944,-750.214,1661.217,-112.518,-682.609,1638.887,-160.277,-410.650,1711.906,-190.815,-188.543,1796.757,-191.792,-111.678,1859.969,-166.158,-35.246,1937.256,-150.100,-78.827,1834.828,86.319,-752.918,1665.400,213.322,-705.744,1676.342,282.462,-423.752,1696.090,297.596,-191.396,1764.718,280.602,-121.268,1843.940,267.984,-63.307,1936.306,223.216,-95.556,1684.292,-40.086,-235.679,1680.931,-43.949,154.222,1819.362,-48.081,533.452,1931.314,-51.150,597.630,2113.967,139.075,-231.820,1678.343,119.136,180.569,1697.578,77.105,572.671,1633.060,112.330,682.987,1768.429,44.822,-871.188,1682.115,68.202,-881.962,1846.187,36.859,-923.685,1821.218,-38.656,-932.122,1714.477,90.657,-920.773,1817.052,130.801,-938.094,1688.888
8,53.570,-233.627,1680.039,57.029,-417.317,1663.510,59.935,-564.696,1659.182,48.304,-788.756,1666.420,15.532,-750.344,1662.063,-113.910,-682.477,1640.022,-161.428,-410.672,1714.211,-191.547,-188.916,1800.395,-192.940,-112.480,1864.180,-171.541,-34.084,1940.851,-148.476,-80.399,1837.391,84.932,-753.195,1666.213,212.077,-706.266,1677.238,281.766,-424.342,1697.748,297.050,-192.161,1767.276,279.916,-122.452,1846.896,267.021,-67.918,1941.340,221.767,-96.627,1687.154,-40.679,-235.526,1681.414,-44.305,154.785,1819.194,-48.190,534.511,1930.032,-51.225,600.836,2112.000,138.559,-231.915,1678.799,118.980,180.728,1696.499,77.338,572.216,1627.184,111.916,684.117,1761.511,43.180,-871.427,1682.939,65.259,-881.745,1847.288,33.279,-923.016,1822.321,-41.698,-930.603,1715.073,87.171,-921.154,1818.504,127.851,-939.951,1690.660
9,39.080,-228.983,1697.532,41.663,-408.393,1676.909,43.903,-552.461,1667.552,23.321,-769.389,1638.826,-7.200,-730.354,1641.467,-135.494,-663.988,1632.548,-173.904,-404.739,1730.418,-201.875,-190.627,1822.644,-201.179,-116.673,1886.152,-172.833,-38.889,1957.651,-164.419,-80.808,1847.260,60.622,-736.455,1643.569,188.708,-702.128,1655.433,259.314,-429.854,1701.633,286.484,-206.574,1778.735,275.338,-134.037,1853.776,256.396,-84.339,1947.223,222.023,-118.912,1688.365,-53.190,-230.554,1699.646,-49.846,155.851,1821.848,-45.955,531.958,1914.303,-50.975,625.649,2079.122,122.285,-227.565,1695.625,113.277,177.127,1702.155,73.756,553.264,1601.398,104.150,678.222,1719.333,15.110,-851.629,1641.617,65.702,-874.269,1794.557,30.102,-912.808,1773.153,-61.334,-912.364,1683.098,81.308,-910.381,1759.979,97.416,-918.613,1628.578
10,30.732,-232.718,1701.090,34.656,-412.912,1679.221,38.178,-557.842,1672.093,16.974,-776.536,1648.885,-13.705,-737.387,1652.661,-141.716,-668.880,1643.489,-182.178,-407.085,1737.906,-208.402,-193.231,1834.299,-207.634,-117.006,1895.878,-178.596,-35.567,1963.824,-174.664,-80.524,1853.919,54.506,-743.175,1650.658,182.788,-705.023,1650.523,249.674,-432.257,1707.387,282.744,-207.694,1782.289,263.713,-139.544,1860.560,245.506,-76.884,1946.729,216.642,-121.378,1692.328,-61.974,-235.130,1704.328,-55.535,153.003,1827.998,-49.834,534.790,1904.197,-54.458,627.144,2070.920,114.328,-230.543,1698.170,109.655,176.177,1711.697,74.650,549.790,1593.399,102.015,672.942,1715.271,9.378,-859.171,1653.835,54.238,-879.215,1809.807,20.202,-918.940,1787.266,-67.842,-921.418,1692.999,72.123,-915.536,1776.145,93.987,-924.850,1644.943
